"Id";"CreationTime";"Operation";"UserId";"UserType";"UserKey";"Activity";"ItemName";"WorkSpaceName";"WorkspaceId";"ObjectId";"DatasetName";"DatasetId";"ReportName";"ReportId";"ReportType";"CapacityId";"CapacityName";"ClientIP";"UserAgent";"IsSuccess";"RequestId";"ActivityId";"DistributionMethod";"ConsumptionMethod"
"a39a07f2-0066-4fc1-aa5d-d8e7aaf806cc";"2026-04-28T07:32:33";"ViewDashboard";"diane@contoso.com";"Regular";"diane@contoso.com";"ViewDashboard";"Report_18";"Marketing";"WS005";"RP018";"Dataset_4";"DS004";"Report_18";"RP018";"PowerBIReport";"CAP002";"F32-Dev";"10.0.119.97";"Mozilla/5.0";"True";"bee74979-beba-4262-a3e8-e55bc33addc7";"7b8753ac-37a2-4630-a0a1-046103d80760";"Workspace";"PowerBI Web"
"0673febd-da5b-42ee-a359-8f3a0dada244";"2026-04-28T13:18:06";"RefreshDataset";"diane@contoso.com";"Regular";"diane@contoso.com";"RefreshDataset";"Report_22";"RH";"WS003";"RP022";"Dataset_6";"DS006";"Report_22";"RP022";"PowerBIReport";"CAP002";"F32-Dev";"10.0.174.253";"Mozilla/5.0";"True";"2d4f109b-fd46-4984-984e-ef942955d965";"c3c61ccf-ee6e-48b8-be5a-971fd5038551";"Workspace";"PowerBI Web"
"9cb7dc66-5c0f-4dcf-b46c-2d9e7bd36cdb";"2026-04-28T07:31:38";"GetDatasets";"sp-monitoring@contoso.com";"ServicePrincipal";"sp-monitoring@contoso.com";"GetDatasets";"Report_21";"Production";"WS004";"RP021";"Dataset_15";"DS015";"Report_21";"RP021";"PowerBIReport";"CAP002";"F32-Dev";"10.0.42.12";"Mozilla/5.0";"True";"33f7b062-ae62-4782-92cf-aabd8276bb8a";"732b099f-7e2e-4f58-bc47-6b77ce70a003";"Workspace";"PowerBI Web"
"e41614a1-be9d-405b-975d-50c62f2760d0";"2026-04-28T18:08:42";"RefreshDataset";"bob@contoso.com";"Regular";"bob@contoso.com";"RefreshDataset";"Report_15";"RH";"WS003";"RP015";"Dataset_4";"DS004";"Report_15";"RP015";"PowerBIReport";"CAP002";"F32-Dev";"10.0.78.197";"Mozilla/5.0";"True";"68e87ed2-7fbd-41ee-a5fd-78b54add878e";"8523fdba-f382-46a3-9157-ffb21df4806f";"Workspace";"PowerBI Web"
"2b68d4ea-4e17-4014-bfd9-b48894c57328";"2026-04-28T07:18:50";"RefreshDataset";"charlie@contoso.com";"Regular";"charlie@contoso.com";"RefreshDataset";"Report_18";"Marketing";"WS005";"RP018";"Dataset_12";"DS012";"Report_18";"RP018";"PowerBIReport";"CAP002";"F32-Dev";"10.0.155.216";"Mozilla/5.0";"True";"7276cfd1-477e-44a1-9b80-d367ceaaad6f";"6ddfb0d1-a63c-45f3-9325-4d6518891146";"Workspace";"PowerBI Web"
"04d1151e-17dd-409a-938d-ffb9e2b34c7b";"2026-04-28T07:18:41";"RefreshDataset";"sp-etl@contoso.com";"ServicePrincipal";"sp-etl@contoso.com";"RefreshDataset";"Report_6";"Ventes";"WS002";"RP006";"Dataset_2";"DS002";"Report_6";"RP006";"PowerBIReport";"CAP001";"F64-Prod";"10.0.214.144";"Mozilla/5.0";"True";"2c3d225e-57c8-4e38-843a-4f73751c3c50";"17dc754f-7a8c-4d4a-8ce2-d244ff4ddcbc";"Workspace";"PowerBI Web"
"aa2b53c5-c0a5-4fa9-806c-bfe9ee562b0c";"2026-04-28T12:20:16";"CreateDataset";"charlie@contoso.com";"Regular";"charlie@contoso.com";"CreateDataset";"Report_14";"Production";"WS004";"RP014";"Dataset_7";"DS007";"Report_14";"RP014";"PowerBIReport";"CAP001";"F64-Prod";"10.0.242.115";"Mozilla/5.0";"True";"e20c9150-d5f5-4076-af7e-e230c6cecaf4";"d9f1a030-62b4-4ae7-8301-e232c50b9889";"Workspace";"PowerBI Web"
"d085b2f1-992a-48b3-8ace-aadc96e5f0d6";"2026-04-28T17:31:58";"RefreshDataset";"bob@contoso.com";"Regular";"bob@contoso.com";"RefreshDataset";"Report_3";"Finance";"WS001";"RP003";"Dataset_11";"DS011";"Report_3";"RP003";"PowerBIReport";"CAP001";"F64-Prod";"10.0.154.7";"Mozilla/5.0";"True";"583d0359-76ad-4f0f-96d9-1aa4e4635c1b";"ce14e6ac-b387-45d8-84af-1954de452cc2";"Workspace";"PowerBI Web"
"c3100cb8-aff3-4661-a6b7-9680a2f2e478";"2026-04-28T18:54:11";"RefreshDataset";"sp-etl@contoso.com";"ServicePrincipal";"sp-etl@contoso.com";"RefreshDataset";"Report_21";"Production";"WS004";"RP021";"Dataset_10";"DS010";"Report_21";"RP021";"PowerBIReport";"CAP001";"F64-Prod";"10.0.253.9";"Mozilla/5.0";"True";"4780bad8-0e4d-4d8d-8cf2-2018f61b7b14";"7c5da79b-8e97-4457-945a-833064d33393";"Workspace";"PowerBI Web"
"299c58e8-bcac-42bc-be85-f6d52a1a89ac";"2026-04-28T13:25:34";"CreateDataset";"charlie@contoso.com";"Regular";"charlie@contoso.com";"CreateDataset";"Report_4";"Ventes";"WS002";"RP004";"Dataset_6";"DS006";"Report_4";"RP004";"PowerBIReport";"CAP001";"F64-Prod";"10.0.49.127";"Mozilla/5.0";"True";"7b5b5edc-5983-4ad4-9354-b6c19aba7cb1";"9a8ed2f4-2dcb-4d54-862e-e0ac8d65ecff";"Workspace";"PowerBI Web"
"30923e9d-4ebd-46be-9f93-5a23c7d312cc";"2026-04-28T19:29:26";"UpdateDataset";"bob@contoso.com";"Regular";"bob@contoso.com";"UpdateDataset";"Report_13";"Finance";"WS001";"RP013";"Dataset_10";"DS010";"Report_13";"RP013";"PowerBIReport";"CAP001";"F64-Prod";"10.0.239.111";"Mozilla/5.0";"True";"afee18d6-8c5b-4fc5-aff1-4a146d599674";"11579515-8f67-447f-88a2-adfc5f4e4bfc";"Workspace";"PowerBI Web"
"988678d4-5947-4fe5-9c90-8cd3aa14d66c";"2026-04-28T15:06:02";"ViewReport";"alice@contoso.com";"Regular";"alice@contoso.com";"ViewReport";"Report_19";"Ventes";"WS002";"RP019";"Dataset_12";"DS012";"Report_19";"RP019";"PowerBIReport";"CAP001";"F64-Prod";"10.0.120.145";"Mozilla/5.0";"True";"6389d24b-0f6a-4ed0-9b55-695256708a07";"a9ed677d-a7dc-4247-8d9a-bfa9b1c59abc";"Workspace";"PowerBI Web"
"404826ae-414a-4257-8a21-b39e8c955a7e";"2026-04-28T07:56:58";"GetDatasets";"bob@contoso.com";"Regular";"bob@contoso.com";"GetDatasets";"Report_21";"Ventes";"WS002";"RP021";"Dataset_12";"DS012";"Report_21";"RP021";"PowerBIReport";"CAP001";"F64-Prod";"10.0.82.233";"Mozilla/5.0";"True";"00b687a0-b867-4938-926d-38d9778c3a15";"cf8b9a52-49c3-4528-8942-b65936bbad00";"Workspace";"PowerBI Web"
"25ba4920-492d-462a-aeda-224efe5a8a3d";"2026-04-28T19:58:53";"CreateDataset";"charlie@contoso.com";"Regular";"charlie@contoso.com";"CreateDataset";"Report_8";"Marketing";"WS005";"RP008";"Dataset_2";"DS002";"Report_8";"RP008";"PowerBIReport";"CAP002";"F32-Dev";"10.0.236.75";"Mozilla/5.0";"True";"dddd52f5-5f74-447b-884c-91adf99963b3";"09bd7b14-e424-46a0-8211-b4106b1771ca";"Workspace";"PowerBI Web"
"78abb526-f5e9-4bed-9f64-e1886d8235f2";"2026-04-28T11:20:10";"ViewReport";"alice@contoso.com";"Regular";"alice@contoso.com";"ViewReport";"Report_14";"Finance";"WS001";"RP014";"Dataset_14";"DS014";"Report_14";"RP014";"PowerBIReport";"CAP002";"F32-Dev";"10.0.205.123";"Mozilla/5.0";"True";"6d7511a8-6296-4ccb-a116-9aaf99d325db";"154bf6b0-463b-4de7-9ebf-522acf482060";"Workspace";"PowerBI Web"
"c1a9cbff-35cb-4367-875b-d0d3688d10cb";"2026-04-28T17:15:40";"GetReports";"erwan@contoso.com";"Regular";"erwan@contoso.com";"GetReports";"Report_4";"Marketing";"WS005";"RP004";"Dataset_13";"DS013";"Report_4";"RP004";"PowerBIReport";"CAP002";"F32-Dev";"10.0.103.29";"Mozilla/5.0";"True";"88e7b45b-6af9-453a-a556-f32642140031";"af9e2bad-2833-4861-a3a1-0a7c0ef11eab";"Workspace";"PowerBI Web"
"de257c01-f110-4334-a9ef-463896e105e8";"2026-04-28T16:37:47";"ViewReport";"charlie@contoso.com";"Regular";"charlie@contoso.com";"ViewReport";"Report_12";"Marketing";"WS005";"RP012";"Dataset_8";"DS008";"Report_12";"RP012";"PowerBIReport";"CAP002";"F32-Dev";"10.0.207.5";"Mozilla/5.0";"True";"d7fae642-12ad-4435-9626-bfb9c91af60b";"46967057-8bc5-4da8-b8d9-87d9da26ae17";"Workspace";"PowerBI Web"
"e070a17c-8fc3-434b-819a-4faa77f2729c";"2026-04-28T09:15:42";"GetWorkspaces";"sp-etl@contoso.com";"ServicePrincipal";"sp-etl@contoso.com";"GetWorkspaces";"Report_24";"Production";"WS004";"RP024";"Dataset_4";"DS004";"Report_24";"RP024";"PowerBIReport";"CAP002";"F32-Dev";"10.0.250.25";"Mozilla/5.0";"True";"8553b077-a86b-4e74-b5cb-d518e1353909";"0fb85afa-adf4-4ee4-8f9a-850aaf9f74d2";"Workspace";"PowerBI Web"
"8ce27fab-aa14-40d7-9b76-368d00215a8d";"2026-04-28T17:33:17";"GetDatasets";"alice@contoso.com";"Regular";"alice@contoso.com";"GetDatasets";"Report_1";"RH";"WS003";"RP001";"Dataset_15";"DS015";"Report_1";"RP001";"PowerBIReport";"CAP002";"F32-Dev";"10.0.199.179";"Mozilla/5.0";"False";"e2f30524-fae1-4a78-9fa3-7159ecdf6177";"c470cfcb-bdb2-416b-b815-489c5c74d92b";"Workspace";"PowerBI Web"
"dddc49f4-f832-423e-a147-ce5b6f5dae5d";"2026-04-28T12:37:00";"GetDatasets";"bob@contoso.com";"Regular";"bob@contoso.com";"GetDatasets";"Report_25";"Marketing";"WS005";"RP025";"Dataset_4";"DS004";"Report_25";"RP025";"PowerBIReport";"CAP002";"F32-Dev";"10.0.229.3";"Mozilla/5.0";"True";"1e9a5762-42a4-47df-bfeb-26e9b0f3f0d5";"f6735465-5e00-4a62-886c-0b4ab8696169";"Workspace";"PowerBI Web"
"fe33cb16-e587-4d3e-a33e-66845032bf55";"2026-04-28T16:27:47";"CreateDataset";"sp-monitoring@contoso.com";"ServicePrincipal";"sp-monitoring@contoso.com";"CreateDataset";"Report_7";"Ventes";"WS002";"RP007";"Dataset_1";"DS001";"Report_7";"RP007";"PowerBIReport";"CAP002";"F32-Dev";"10.0.148.241";"Mozilla/5.0";"True";"f73176b1-9e20-4789-bb29-caa0fccd00f2";"fa40a0d9-1efa-4f4f-ba10-49c90293d43b";"Workspace";"PowerBI Web"
"cac891fe-da9e-49ae-878d-8433031b7fe5";"2026-04-28T14:58:21";"GetDatasets";"charlie@contoso.com";"Regular";"charlie@contoso.com";"GetDatasets";"Report_6";"RH";"WS003";"RP006";"Dataset_12";"DS012";"Report_6";"RP006";"PowerBIReport";"CAP001";"F64-Prod";"10.0.8.72";"Mozilla/5.0";"True";"79bf76bc-2d2a-4ee5-b959-e577847b6058";"66aa1ace-4b62-4052-bfa5-96df8ea7ef59";"Workspace";"PowerBI Web"
"f7c461c6-a66a-4ebd-b2a6-eec06e2990b5";"2026-04-28T13:33:17";"ViewDashboard";"alice@contoso.com";"Regular";"alice@contoso.com";"ViewDashboard";"Report_21";"Marketing";"WS005";"RP021";"Dataset_15";"DS015";"Report_21";"RP021";"PowerBIReport";"CAP002";"F32-Dev";"10.0.136.102";"Mozilla/5.0";"True";"17f3d796-c0f1-442e-aa41-dcee8b0ab231";"4f514039-230c-4913-9b42-0bc7ecdabc56";"Workspace";"PowerBI Web"
"bf0d4f58-d453-4b39-a785-0e2a88a27b46";"2026-04-28T10:18:12";"CreateDataset";"erwan@contoso.com";"Regular";"erwan@contoso.com";"CreateDataset";"Report_5";"Finance";"WS001";"RP005";"Dataset_1";"DS001";"Report_5";"RP005";"PowerBIReport";"CAP001";"F64-Prod";"10.0.31.211";"Mozilla/5.0";"True";"f036e424-65be-4a56-8054-b66b258b449c";"f4963f77-a496-486e-82eb-819b09abc8a3";"Workspace";"PowerBI Web"
